Ia,Ib,VDC,IDC,T1,T2,T3,VD,FDD
1.0019550342130978,-6.036168132942326,-21.994134897360684,-0.26881720430107503,-7.236463314063371,-6.429493180928262,-5.765800719516335,-7.331378299120228,F0
1.050830889540566,-6.036168132942326,-21.994134897360684,-0.17106549364613866,-6.208631766616747,-6.429493180928262,-5.395568651746942,-7.331378299120228,F0
1.050830889540566,-5.987292277614857,-21.994134897360684,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.765800719516335,-17.106549364613866,F0
1.0997067448680342,-5.938416422287389,-21.994134897360684,-0.21994134897360684,-6.355912157653279,-6.429493180928262,-5.543798536225893,-12.218963831867047,F0
1.0019550342130978,-5.938416422287389,-17.106549364613866,-0.3176930596285432,-7.236463314063371,-6.72343666466179,-5.765800719516335,-7.331378299120228,F0
1.0019550342130978,-5.938416422287389,-17.106549364613866,-0.21994134897360684,-7.163275021530126,-6.429493180928262,-5.765800719516335,-12.218963831867047,F0
1.0997067448680342,-5.889540566959921,-21.994134897360684,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.691844863165102,-7.331378299120228,F0
1.0019550342130978,-5.889540566959921,-26.881720430107503,-0.26881720430107503,-7.163275021530126,-6.503035550018524,-5.691844863165102,2.4437927663734094,F0
0.9530791788856297,-5.7429130009775164,-26.881720430107503,-0.26881720430107503,-7.163275021530126,-6.061189599757142,-5.691844863165102,-7.331378299120228,F0
1.0019550342130978,-5.938416422287389,-17.106549364613866,-0.3176930596285432,-7.163275021530126,-6.503035550018524,-5.691844863165102,-7.331378299120228,F0
1.050830889540566,-5.987292277614857,-17.106549364613866,-0.26881720430107503,-7.163275021530126,-6.355912157653279,-5.765800719516335,-12.218963831867047,F0
1.0019550342130978,-5.889540566959921,-17.106549364613866,-0.26881720430107503,-7.163275021530126,-6.429493180928262,-5.765800719516335,-17.106549364613866,F0
1.050830889540566,-5.987292277614857,-26.881720430107503,-0.7575757575757569,-7.163275021530126,-6.134931204581619,-5.691844863165102,-2.4437927663734094,F0
1.0019550342130978,-6.133919843597262,-17.106549364613866,-0.17106549364613866,-7.090053960460011,-6.503035550018524,-5.765800719516335,-12.218963831867047,F0
1.0997067448680342,-5.987292277614857,-17.106549364613866,-0.26881720430107503,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
1.0997067448680342,-5.987292277614857,-17.106549364613866,-0.3176930596285432,-7.236463314063371,-6.429493180928262,-5.765800719516335,-7.331378299120228,F0
0.9530791788856297,-6.036168132942326,-26.881720430107503,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-6.9435111973090216,-7.331378299120228,F0
1.1485826001955024,-6.036168132942326,-17.106549364613866,-0.26881720430107503,-6.650006699880407,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
1.0019550342130978,-6.036168132942326,-21.994134897360684,-0.26881720430107503,-7.236463314063371,-6.503035550018524,-5.765800719516335,-12.218963831867047,F0
1.0997067448680342,-5.987292277614857,-21.994134897360684,-0.26881720430107503,-7.016799547260746,-6.503035550018524,-5.617844338593613,-12.218963831867047,F0
1.0997067448680342,-5.840664711632453,-21.994134897360684,-0.3176930596285432,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
1.050830889540566,-5.791788856304985,-12.218963831867047,-0.17106549364613866,-7.163275021530126,-5.839712515648671,-5.765800719516335,-12.218963831867047,F0
1.0019550342130978,-5.840664711632453,-21.994134897360684,-0.26881720430107503,-7.163275021530126,-6.576539858796593,-5.691844863165102,-12.218963831867047,F0
1.0019550342130978,-5.889540566959921,-21.994134897360684,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
1.0997067448680342,-5.987292277614857,-17.106549364613866,-0.26881720430107503,-7.163275021530126,-6.429493180928262,-5.691844863165102,-12.218963831867047,F0
1.050830889540566,-6.036168132942326,-21.994134897360684,-0.26881720430107503,-7.236463314063371,-6.134931204581619,-5.691844863165102,-7.331378299120228,F0
1.050830889540566,-6.036168132942326,-26.881720430107503,-0.21994134897360684,-7.382743922898214,-6.429493180928262,-6.355912157653279,-12.218963831867047,F0
1.0019550342130978,-6.085043988269794,-12.218963831867047,-0.21994134897360684,-7.163275021530126,-6.429493180928262,-5.691844863165102,-12.218963831867047,F0
1.050830889540566,-6.085043988269794,-26.881720430107503,-0.26881720430107503,-7.601933605693205,-6.503035550018524,-5.9874063515698595,-12.218963831867047,F0
1.050830889540566,-6.133919843597262,-17.106549364613866,-0.21994134897360684,-7.163275021530126,-6.429493180928262,-5.691844863165102,-12.218963831867047,F0
0.9530791788856297,-6.036168132942326,-46.43206256109478,-0.26881720430107503,-6.72343666466179,-6.503035550018524,-5.321383342341676,-12.218963831867047,F0
0.9530791788856297,-6.036168132942326,-21.994134897360684,-0.26881720430107503,-7.3096194206485166,-6.503035550018524,-5.765800719516335,-2.4437927663734094,F0
1.0019550342130978,-5.987292277614857,-17.106549364613866,-0.3176930596285432,-7.236463314063371,-6.429493180928262,-4.352403931142987,-7.331378299120228,F0
1.050830889540566,-5.987292277614857,-21.994134897360684,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.617844338593613,-17.106549364613866,F0
1.0019550342130978,-5.987292277614857,-17.106549364613866,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-1.6152466531118534,-7.331378299120228,F0
1.0997067448680342,-5.938416422287389,-31.76930596285432,-0.17106549364613866,-7.236463314063371,-7.528900436125468,-5.691844863165102,-12.218963831867047,F0
1.1485826001955024,-5.938416422287389,-21.994134897360684,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
1.0019550342130978,-5.987292277614857,-21.994134897360684,-0.26881720430107503,-7.163275021530126,-6.650006699880407,-5.691844863165102,-12.218963831867047,F0
1.0997067448680342,-5.889540566959921,-21.994134897360684,-0.26881720430107503,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
1.050830889540566,-5.889540566959921,-31.76930596285432,-0.8064516129032251,-7.163275021530126,-5.543798536225893,-5.617844338593613,-17.106549364613866,F0
1.0019550342130978,-5.840664711632453,-26.881720430107503,-0.07331378299120228,-7.163275021530126,-6.650006699880407,-5.691844863165102,-12.218963831867047,F0
0.9530791788856297,-5.889540566959921,-26.881720430107503,-0.17106549364613866,-7.236463314063371,-6.503035550018524,-5.617844338593613,-21.994134897360684,F0
1.0019550342130978,-5.938416422287389,-21.994134897360684,-0.3176930596285432,-7.163275021530126,-6.429493180928262,-5.691844863165102,-17.106549364613866,F0
1.050830889540566,-5.987292277614857,-17.106549364613866,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.691844863165102,56.20723362658842,F0
0.8553274682306933,-5.987292277614857,-26.881720430107503,-0.26881720430107503,-6.576539858796593,-6.503035550018524,-5.395568651746942,-7.331378299120228,F0
0.9530791788856297,-6.036168132942326,-26.881720430107503,-0.26881720430107503,-7.236463314063371,-6.429493180928262,-5.691844863165102,-12.218963831867047,F0
1.0019550342130978,-5.987292277614857,-21.994134897360684,-0.26881720430107503,-6.650006699880407,-6.503035550018524,-5.469706844881841,-12.218963831867047,F0
1.1485826001955024,-5.938416422287389,-12.218963831867047,-0.26881720430107503,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
1.0997067448680342,-5.889540566959921,-12.218963831867047,-0.26881720430107503,-6.355912157653279,-6.503035550018524,-5.543798536225893,-12.218963831867047,F0
1.0019550342130978,-5.889540566959921,-17.106549364613866,-0.17106549364613866,-7.163275021530126,-6.72343666466179,-5.691844863165102,-12.218963831867047,F0
1.0997067448680342,-5.840664711632453,-17.106549364613866,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
0.9530791788856297,-5.889540566959921,-17.106549364613866,-0.26881720430107503,-7.163275021530126,-6.503035550018524,-5.617844338593613,-7.331378299120228,F0
1.050830889540566,-5.889540566959921,-31.76930596285432,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
0.9042033235581615,-6.573802541544476,-26.881720430107503,-0.024437927663734094,-7.163275021530126,-6.061189599757142,-5.691844863165102,2.4437927663734094,F0
1.0019550342130978,-5.889540566959921,-26.881720430107503,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
1.0019550342130978,-5.889540566959921,-12.218963831867047,-0.21994134897360684,-7.163275021530126,-5.9874063515698595,-5.765800719516335,-7.331378299120228,F0
0.9530791788856297,-5.987292277614857,-21.994134897360684,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
0.9530791788856297,-6.036168132942326,-21.994134897360684,-0.21994134897360684,-7.163275021530126,-3.9020798952650466,-5.691844863165102,-17.106549364613866,F0
1.0019550342130978,-5.987292277614857,-21.994134897360684,-0.26881720430107503,-7.528900436125468,-6.503035550018524,-6.134931204581619,-7.331378299120228,F0
1.050830889540566,-6.085043988269794,-26.881720430107503,-0.3176930596285432,-7.163275021530126,-6.429493180928262,-5.691844863165102,-12.218963831867047,F0
1.0019550342130978,-6.085043988269794,-26.881720430107503,-0.26881720430107503,-7.601933605693205,-6.429493180928262,-5.839712515648671,-7.331378299120228,F0
1.0019550342130978,-5.987292277614857,-12.218963831867047,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
0.9530791788856297,-6.085043988269794,-7.331378299120228,-0.26881720430107503,-6.72343666466179,-6.429493180928262,-4.651493072961102,-12.218963831867047,F0
1.0019550342130978,-5.987292277614857,-17.106549364613866,-0.17106549364613866,-7.3096194206485166,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
1.0019550342130978,-5.987292277614857,-12.218963831867047,-0.3176930596285432,-7.236463314063371,-6.503035550018524,-5.024158592459855,-17.106549364613866,F0
1.050830889540566,-5.987292277614857,-17.106549364613866,-0.3176930596285432,-7.163275021530126,-6.429493180928262,-5.617844338593613,-12.218963831867047,F0
1.050830889540566,-5.987292277614857,-17.106549364613866,-0.26881720430107503,-7.236463314063371,-6.503035550018524,-3.600676434715865,-12.218963831867047,F0
1.0997067448680342,-5.938416422287389,-17.106549364613866,-0.26881720430107503,-7.236463314063371,-7.382743922898214,-5.691844863165102,-12.218963831867047,F0
1.050830889540566,-5.938416422287389,-26.881720430107503,-0.21994134897360684,-7.163275021530126,-6.503035550018524,-5.691844863165102,-17.106549364613866,F0
0.9530791788856297,-5.791788856304985,-26.881720430107503,-0.17106549364613866,-7.163275021530126,-6.650006699880407,-5.617844338593613,-12.218963831867047,F0
1.0019550342130978,-5.938416422287389,-17.106549364613866,-0.21994134897360684,-7.236463314063371,-6.503035550018524,-5.617844338593613,-17.106549364613866,F0
1.050830889540566,-5.987292277614857,-17.106549364613866,-0.4643206256109478,-7.163275021530126,-6.282291885038376,-5.691844863165102,-12.218963831867047,F0
1.0019550342130978,-5.987292277614857,-21.994134897360684,-0.17106549364613866,-7.090053960460011,-6.503035550018524,-5.691844863165102,-7.331378299120228,F0
0.9530791788856297,-6.036168132942326,-26.881720430107503,-0.17106549364613866,-7.163275021530126,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
0.9042033235581615,-6.133919843597262,-21.994134897360684,-0.26881720430107503,-7.3096194206485166,-6.429493180928262,-5.691844863165102,-12.218963831867047,F0
1.0019550342130978,-6.036168132942326,-21.994134897360684,-0.26881720430107503,-7.236463314063371,-6.503035550018524,-5.617844338593613,-7.331378299120228,F0
1.0997067448680342,-6.133919843597262,-17.106549364613866,-0.26881720430107503,-7.016799547260746,-6.503035550018524,-5.098538546101395,-12.218963831867047,F0
0.9530791788856297,-6.085043988269794,-21.994134897360684,-0.17106549364613866,-7.236463314063371,-6.503035550018524,-5.691844863165102,-12.218963831867047,F0
